v1,v2,,,
spam,Lockdown in Kerala from May 8th - Get all LIVE news from the safety of your home with Manorama News on Vi Movies & TV app. Click bit.ly/Vi-newsm2,,,
ham,Okay,,,
spam,"Wednesday Bonus@JioMart,Bangalore!Onion Rs 29/Kg,Pear Indian Rs 89/Kg,Cabbage Rs 12/Pc,Also at SMART &SMART Point store bit.ly/3yk4kiC 4Aug,TC",,,
ham,I have a network issues at home,,,
spam,"Dear employee, get Rs. 250 cashback on KYC completion within 3 days and 100% FREE transactions till 31st Dec. To get your hard-earned salary in 30 seconds on Refyne, Sign up & Complete KYC to use the best service weurl.co/BiHiYt Team Refyne",,,
spam,"ONLY for U! Double DATA+ZEE5. Recharge with 299, get 1yr ZEE5 subscription, 4GB/Day + Unlimited calls, Val-28days! Offer ends soon. T&C Apply Click bit.ly/Vi-zr",,,
ham,It didn't really make much of a difference so maybe the market will still go up tomorrow,,,
ham,Trading strategy for tomorrowÃ°ÂÂÂ»,,,
ham,"We can only wait for the market to change; there's not much else we can do. If the major funds push up our stocks, that would be perfect",,,
ham,"Hi all, good morning I am exiting from this group.... thanks all for support",,,
ham,Yes,,,
ham,Buying towards the close is a bit more secure,,,
ham,Isn't housing and service sector inflation a significant component of the CPI data?,,,
ham,"Today is Friday, the last trading day of the week. Will the professor recommend any stocks today? ItÃ¢ÂÂs been three days without making any trades",,,
ham,??,,,
ham,???????????,,,
ham,4,,,
ham,Thanks Ranjit for the help,,,
spam,"Dear we can offer you to work online & earn 8000-20000/day according to your performance, no time limit, contact: https://wa.me/919678462191 BBKUMR",,,
ham,Okay kk,,,
spam,"For cricket lovers like you! Watch LIVE T20 matches on any app with up to 30x faster data speeds with Airtel 5G plus. Get extra 12GB with Rs118 data pack, valid as per current pack validity. Click i.airtel.in/data-breacher",,,
ham,"Team, having some network issues...will join soon",,,
spam,"Top Brands, Pure, Hygienic Milk at best prices available in SMART Point Store,Nandini Tnd Milk500ml Rs18.50,Heritage Tnd Milk500ml Rs 21,Click bit.ly/2T3zdWw TC",,,
spam,"Enjoy 4GB data valid till your current pack validity.Also get EXTRA 2GB on your next recharge of Rs65 for your Airtel Mobile, only on Airtel Thanks App. Click i.airtel.in/rech_now",,,
spam,"Enjoy unlimited Local, STD & Roaming calls on any network, daily 1GB & 100 SMS. Pack Valid for 24 daysAlso get 30 days of free trial of Amazon Prime Video Mobile Edition with your recharge, T&C apply. Claim now u.airtel.in/PVME",,,
ham,I think I can understand something,,,
ham,+916232014309.vcf (file attached),,,
ham,Ok,,,
ham,There is some issues in DAL SITE,,,
ham,Sure,,,
ham,????,,,
spam,Recharge & Get 2GB FREE on Airtel Thanks App! Enjoy FREE 2GB data when you recharge with selected Prepaid plans. T&C. Download Thanks App now i.airtel.in/free_2GBdata,,,
spam,"Rs 500 cashback + 1 year FREE subscription of Amazon Prime & Disney+Hotstar + FREE 30 days on Airtel Xstream Fiber. Switch to Airtel Black now, click i.airtel.in/blackPreDSL or call us at 8826655555",,,
ham,Is it working ?,,,
ham,Good morning everyone Check in,,,
ham,There's a lot of content to understand carefully,,,
ham,Those who font join today will be marked one LoP in this month,,,
ham,Al of sudden,,,
ham,I am facing some network issue,,,
ham,Anyways I am going.. I thought it good to learn for this project and their future support,,,
spam,"Data Alert! 97.05MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",,,
ham,I am added in admin list,,,
spam,"Weekend Deals @SMART Point Store,Rs 20 OFF Biscuits Large Pk 350g onw,Rs 80 OFF Tide Det Pwdr 4Kg+1Kg,Sarvottam Rice Bran Oil 1l Rs 139,Click bit.ly/2TndiZj T&C",,,
spam,You are just 1 STEP away from getting First 30 days FREE of any new Airtel service! Just upgrade to Airtel Black & enjoy OTT + TV Channels + Superfast WiFi. Get Now i.airtel.in/blackPreDSL,,,
ham,I will mail him now,,,
ham,Hi Ranjith,,,
ham,"Nifty is likely to rise before the opening in the morning today, which is good news. Let us witness whether there will be a ""festival effect"" in the stock market today Ã°ÂÂÂÃ¢ÂÂÃ°ÂÂÂ¨",,,
ham,"Power went down .. wifi disconnected. Will join ,Once power restored.",,,
ham,So it is clear now,,,
ham,?This message was deleted.,,,
spam,"Watch ZEE5's series Sunflower-Enjoy the thrill, drama & the humor! Get it with Vi Rs405 recharge. Also get 90GB, Unlimited calls for 28 Days! Click bit.ly/Vi-zr",,,
ham,Bowman is a Trump appointee and Trump had long wanted to replace Powell but never had the opportunity,,,
ham,"Due to pre cyclonic, there is no power. Don't know when will it come.",,,
spam,T20! Cricket's Biggest Tournament starts from 19th Sep. Watch LIVE T20 matches daily only on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile pack with new Vi 501 recharge + 100GB Data (3GB/Day+16GB) + Unlimited Calls; 28Days. Recharge now. Click bit.ly/ViHotstar1,,,
ham,Oh ok,,,
spam,"Tickets Booked! Download your M-ticket from https://bmsurl.co/VKXzodzIzc and show it at the venue entrance to scan and enter. Here is your Booking ID - WMXXX73 for The Priest (U/A) on Wed, 24 Mar, 2021 09:45pm, at PVR: Vega City, Bannerghatta Road(AUDI 09), Seats: CLASSIC. - D8, D9, D10 Please note that you don't require physical tickets to enter the venue. Don't go hungry! Click here to pre-book your meal: https://bmsurl.co/DEKA6sijvU This transaction can be cancelled up to 20 min(s) before the show as per cinema cancellation policy. In view of the Covid-19 situation, please follow these safety guidelines: bmsurl.co/TLUlJ3uunN",,,
ham,"Yes... After last Monday, I feel that investing money has become difficult and confusing",,,
ham,I'm going to follow the professor's instructions and buy it today,,,
ham,Today's closing is likely to be strong,,,
spam,"Hello! We are now on Whatsapp! For Best Offers, recharges, services & more, simply click wa.me/919654297000?text=balance",,,
ham,My laptop is not swiching on...So i may not be available,,,
ham,Actually today is my weak off and I had some plan arranged beforehand,,,
ham,Tech stocks and banking stocks remain key sectors for foreign investors to buy and sell,,,
ham,At 2,,,
ham,"Riya has not replied to me yet, I left a message since last night",,,
ham,So will the stock market be red or green tomorrow?,,,
spam,"Dear Amazon urgently recruiting for part-time jobs, you can earn 1000-3000Rs every day ,Click here to get yours: wa.me/918858599810 LFPL",,,
spam,"Nurses who wish to take up studies in Canada, INSCOL offers you the best programs in Canadian public colleges. Call 0484-4390999",,,
spam,Stay Home!Stay Safe!Recharge from home with Phonepe for minimum Rs 149 and get reward vouchers upto Rs500. Click https://phon.pe/vikr,,,
ham,Thank u all??,,,
ham,"The reason why we didn't sell stocks today is that the market did not form a rapid upward trend as we expected, and panic still exists. More retail investors choose to withdraw at a loss.",,,
ham,Awesome,,,
ham,The CPI data being close to expectations is just an example of selling the news.,,,
ham,Hi team will be joining 15 min late,,,
ham,Chennai,,,
ham,I will be join little bit late,,,
ham,Hi team I successfully screwed up my sim so I need to get a new one tomorrow still it might take 24 hours to activate the nth mean time I am reachable on,,,
ham,"Hi team, I might join 30 min late.",,,
spam,Do not click on suspicious link or download App which promises fake part /full time jobs.,,,
ham,Hi team I'll be joining late today by 10,,,
ham,Sure,,,
ham,Restarting my laptop,,,
ham,Ack,,,
ham,Ok,,,
ham,Guys please join handover call,,,
ham,"Hopefully, I can Power should be back before that",,,
ham,This gives a good understanding of the concepts,,,
ham,"It's an unplanned power cut due to heavy rain, thundering, lighting and wind",,,
ham,Good evening The US insists on waiting until the labor market is completely weakened before it's no longer considered strong,,,
spam,"Hello! Get up to 10% cashback on recharge through CRED pay using credit card, simply click https://bit.ly/myvi-app and enjoy the offer.",,,
ham,Hi team,,,
ham,The labor market's situation is not much better than inflation,,,
spam,Enjoy FREE 500 First Citizen Bonus reward points with Shoppers Stop by filling in your details here shsp.in/F01-9946769699 T&C bit.ly/SS_Dtl,,,
spam,You're just 1 step away from FREE router! Get Airtel Xstream Fiber & enjoy up to 1 Gbps speeds on all your devices! Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer,,,
ham,Sorry wrong window,,,
ham,Okay,,,
ham,He didn't join?,,,
ham,Ã°ÂÂÂTrading records on August 13,,,
ham,?image omitted,,,
spam,"Last chance to save Rs 600 on annual recharge! Recharge now with Rs. 2999 before pack prices go up. Enjoy UL Calls, 2GB/day & 100 SMS/day for 365 days. Hurry now ! i.airtel.in/RCH4G",,,
ham,"Recently, the bank stocks have been quite weak and haven't shown any signs of improvement",,,
ham,The situation in the Middle East always influences the fluctuations in oil prices,,,
ham,Hi Team,,,
ham,?This message was deleted.,,,
ham,The market closed flat all day today,,,
spam,"Buy 1, Get 1 FREE at UNLIMITED Fashion Stores. TnC",,,
ham,May be mail server down?,,,
ham,Not working in the sense ?,,,
spam,"2/2 Roaming calls, 1.5GB/day data and 100 SMS. Pack valid for 84 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App. Also get 1 Xstream channel on Airtel Xstream App for 84 days. To claim, click open.airtelxstream.in/Xstream_Mobile",,,
ham,I have always followed the teachings of Professor Anand. Our team just needs to be united and believe that we can overcome everything in the marketÃ¢ÂÂÃ¢ÂÂÃ¢ÂÂ,,,
ham,Sure KK,,,
ham,Joined,,,
ham,"The S&P 500 Index closed higher on Wednesday, marking its fifth consecutive day of gains, as the latest U.S. inflation data reassured investors betting on a Federal Reserve rate cut next month.",,,
ham,NIFTY has also broken through. Next week should have a good market outlook. Thank you to the professor for the,,,
ham,"You are right, we lack understanding of the market",,,
ham,It looks simple but it is actually difficult to do,,,
ham,Remately,,,
ham,"Have a great weekend everyone, please enjoy your holiday and see you on Sunday night Ã¢ÂÂ¨Ã¯Â¸Â",,,
spam,"Weekend deals @SMART POINT store! B1G1 Britannia Cheese Slice Plain 480g,Save Rs 100 on Surf Excel Easy Wash Detergent Powder 4Kg,Click bit.ly/2TfjBxZ T&C",,,
spam,Lenskart Online Mega Sale: Buy1Get1 FREE + Upto 40% Off on Eye & Sunglasses! Fresh Stocks Added.TnC Shop lskt.me/MegaSale,,,
spam,"Alert! Your Unlimited pack is expiring on 25/11/21 Recharge with 1)299:4GB/D+UL,28D 2)449:4GB/D+UL,56D 3)699:4GB/D+UL,84D Click bit.ly/ViRC20",,,
ham,""" Technical analysts classify trends into several broad categories for easy identification. These are primary trends (measured in months or years), secondary or medium-term trends (measured in weeks or months), short-term trends (measured in days) and intraday trends (measured in minutes or hours)""",,,
spam,Hello Your Unlimited pack MRP has expired . Now recharge from home with App Click http://bit.ly/GetMVA4,,,
ham,????,,,
ham,Purchase successful. Thank you to the professor,,,
ham,Hi team,,,
ham,market reaches 24550 level now ll so we can expect something mew popping up on this weekend to keep market range bound in aug ll technicals shows market will be in range bound for aug ll so we can consider current level as resistance for recent term,,,
ham,Thanks I've already sold it,,,
ham,Ronnie falgout,,,
ham,I am trying both,,,
ham,Mr Arvind Singh SMSPHARMA is up 2.5% right now Should it be sold?,,,
ham,"We are holding a handover ceremony with the XAI International Securities Trading Competition. The competition is approaching, please prepare all contestants and team members.",,,
ham,My laptop is restarting,,,
ham,Happy and prosperous new year 2021 to you all and your family.,,,
spam,"More reasons to shop for Mens Wear & more from your favourite brands at Shoppers Stop! Upto 50% OFF + Use Code AC2K & get Rs.250 Off on Rs.2500. Shop now for your favourite T-shirts, Formal Wear & more at shsp.in or App + Get 10% cashback with Axis Bank Cards, click bit.ly/SS_ABCB for details. T&C",,,
ham,Sure madam this is acknowledged!,,,
ham,Firstly technical technical analysis is based on three main assumptions,,,
ham,CCIE on discounted prices,,,
spam,"Alert!100%: of daily highspeed data is consumed Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) at Rs98, valid till current pack i.airtel.in/UnlimitedData-1",,,
spam,Smart grahek bane aur recharge kare Vi ke Rs2595 se aur paaye 365 dino ke liye 2GB Daily Data + Unlimited calls + ZEE5 Premium. Click http://bit.ly/ViRC20 now,,,
spam,Only on Vi-Watch latest movies without Data worries! Nonstop Data from 12am to 6am without pack deduction. Valid on UL packs starting Rs249. Click bit.ly/Vi-WDR,,,
ham,""" If the CPI report meets expectations, it will indicate that inflation remains on a downward trend. However, the slowdown in housing costs that began in June is expected to continue. This category accounts for about one-third of the overall CPI and is a significant determinant of broader inflation trends. The Producer Price Index (PPI), released a day before the CPI, will also be closely watched, as its components affect the Federal Reserve's preferred inflation measure, the Personal Consumption Expenditures Price Index (PCE).""",,,
spam,"FLAT 50% OFF on International Brands @ Lifestyle's Biggest Sale! Exciting offers on top brands Menswear - Levi's, Benetton, Pepe Jeans, Van Heusen, Jack & Jones Footwear - Skechers, Puma, US POLO, Adidas Watches & Perfumes - Titan, Fossil, Boss, Tommy Hilfiger & more. T&C. Shop Now - bit.ly/4eyeOjQ",,,
ham,The market is starting to move in the direction you predicted.,,,
ham,"Yes, I understand. When I get the courseware, I will definitely read it carefully, because my awareness of stock market investment is really weak Ã°ÂÂÂ¥",,,
ham,"If you are worried about missing out on important buy and sell instructions, please add my assistant Rama's WhatsApp and she will notify you of important buy and sell opportunities via private messagesÃ°ÂÂÂ",,,
ham,"Through continuous learning and growth, I will definitely apply the knowledge I gained today to my future investments",,,
ham,It's like Aruba sdwan os??,,,
spam,"Missing out on uninterrupted music & trendiest songs? Grab Wynk Premium at just Rs49 and enjoy unlimited ad-free music, song downloads & hellotunes. Upgrade Now. Click here open.wynk.in/Getnow8",,,
ham,Ram ?? is in weekend mood,,,
spam,You deserve superfast unlimited?5G!?Upgrade to a?5G?handset & be eligible on recharging with Rs. 239 or above. Click i.airtel.in/5GAWUL,,,
ham,"Trying to join , facing issues",,,
ham,IÃ¢ÂÂll continue to hold not selling,,,
ham,Team pls reply to my mail,,,
ham,"Friends who want to know more about the competition and my personal resume can leave a message with my assistant Rama and confirm. Next, I will share new investment tips, please start reading hereÃ°ÂÂÂ»",,,
spam,LaLiga is here! Watch LIVE football matches on Vi Movies & TV app! Kickstart your weekend with pure football magic! Click bit.ly/Vi-moviess1,,,
spam,"Dont miss the India Vs Pakistan T20 match this Sunday. Watch it LIVE on Disney+ Hotstar, with your Vi prepaid! Recharge with 501 & get 1year Disney+ Hotstar mobile subscription + 3GB/day + Extra 16GB + Unlimited calls, 28 days. Click bit.ly/ViHotstar1",,,
spam,"Biggest Diwali Offers@ VISHAL MEGA MART Fresh Soan Papdi-60% OFF Rs 68 for 450g ONLY TODAY! + FREE GIFT-VIP Trolley, Duffle Bag TnC",,,
ham,"Yes, and ticket got resolved.",,,
ham,I am not facing any issue,,,
spam,UIDAI recommends updating Proof of Identity & Address documents in your Aadhaar (free at myaadhaar.uidai.gov.in or @ Rs 50/- at any Aadhaar Centre) -UIDAI,,,
ham,Ã°ÂÂÂÃ°ÂÂÂYes The Indian stock market has experienced a bull market for more than ten years If more people participate I believe there won't be so many poor people in India in the future.,,,
ham,"Hi team , today I won't be able to join because of the cyclonic weather.",,,
ham,Will be completing it by EOD,,,
ham,Sure,,,
spam,No more data run out worries! More Data for you with Airtel's Data top up packs starting @Rs.19. Click to avail now i.airtel.in/dtpck2,,,
ham,Good evening sir I've come to check in,,,
spam,NEW! Airtel Xstream Fiber's Superfast Wi-Fi is now available near you. Get FREE router & installation. Plans starting Rs499. Get now https://i.airtel.in/Freeinstallation,,,
ham,Good morning check inÃ°ÂÂÂ,,,
ham,In mobile,,,
ham,Having running nose and throat pain,,,
spam,"Bigg Boss is Back! Watch anytime, anywhere on Vi Movies&TV App at NO EXTRA COST on Unlimited 249 or more Daily Data recharges! Click to download bit.ly/ViTVBB",,,
ham,Because we can't even see the outlook option on office 365 via web,,,
spam,We know you'll love this offer! Up To 80% + Extra 20% Off on beauty & personal care Only @ Beauty Blowout Sale | Code: BEAUTYFIRST15 http://smsd.in/bsWOBLkRn,,,
ham,In hpsm,,,
spam,Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/prepaid58,,,
spam,"Dear Customer, Rs.500 to 10 lucky winners & Rs.50 to 1,000 Early Birds as STAR Clubcard points! To share your feedback, click https://bit.ly/3yvjBQB T&C",,,
spam,"Dear Customer, avail the most rewarding Savings Account with YES BANK & also get offers on lockers, demat and loans. Know more: http://yesbnk.in/y8Itm5",,,
spam,"Enjoy 1.5GB/day data, unlimited Local, STD & Roaming calls on any network and 100 SMS/day. Pack valid for 28 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App.",,,
ham,Will join later by 2,,,
ham,"Hi RamPrakesh, welcome in SDWAN Bau team group",,,
ham,The Securities and Exchange Board of India (Sebi) on Wednesday informed the Delhi High Court that the National Stock Exchange (NSE) has not submitted a fresh request for a no-objection certificate (NOC) for its listing.,,,
ham,Is it an index composed of a group of large-cap stocks,,,
spam,EVERYTHING under Rs.599! A style binge on a budget with FREE SHIPPING*. Shop your faves at the AJIOMANIA sale today! HURRY https://bit.ly/3ywrVwt,,,
ham,It will take some time,,,
spam,Don't miss out on unlimited entertainment with unlimited Wi-Fi! Get up to 1 Gbps speeds & 15+ OTTs with Airtel Xstream Fiber. Plans starting at just Rs 699! Book today & get a FREE router. i.airtel.in/Exclusiveoffer,,,
spam,Hi! Please save the Internet settings sent to you and enjoy Vi High Speed GIGAnet. Your code is 1234. Click bit.ly/ViApp21 for Data offers,,,
ham,"MDC is HUB, no need to engage Dxc through HPSM",,,
spam,"Buy 1, Get 1 FREE at UNLIMITED Fashion Stores. Get extra 10% Cashback with HDFC cards Watch collection bit.ly/3in3oVe TnC",,,
ham,Hi,,,
spam,Congratulations!Rs40 CASHBACK coupon credited to your Vi App bit.ly/ViRchg9 .Login with mob no. to claim. Available for 60 days on UL Daily Data packs of Rs399+,,,
ham,Learned,,,
ham,"Team, going for a prayer nd joining 30 mins late",,,
ham,It's a good habit to get into,,,
spam,Lenskart EOSS is LIVE! Upto 50% OFF + BUY1GET1 FREE with Gold membership on Eye & Sunglasses!TnC Apply Nearest Store lskt.me/u4 Chat lskt.me/Helpme,,,
ham,Even I came my home town Last week,,,
spam,"1 year FREE subscription of Amazon Prime & Disney+ Hotstar + FREE 30 days of DTH. Switch to Airtel Black now, call on 8826655555 or click i.airtel.in/blackPreDTH",,,
spam,Beware of fake calls claiming that your registered mobile number will be blocked. To check/report mobile numbers in your name visit https://sancharsaathi.gov.in - Dept of Telecom,,,
spam,"Hi, Now you can check your balance by simply clicking wa.me/919654297000?text=balance enjoy our services on WhatsApp!",,,
ham,I feel powerless and guilty about the trading situation in the past two weeks.,,,
ham,Get in touch with IT team,,,
spam,"Airtel Pack on 8089XXX424 will expire soon! Recharge now to enjoy 1.5GB/day, 100 SMS/day & UL calls for 28 days in Rs239. i.airtel.in/Best-offer",,,
ham,Facing some issue with laptop.. trying to restart,,,
ham,?image omitted,,,
ham,Did it Imtiaz bro,,,
ham,"Hi team,",,,
ham,Is such that,,,
ham,I got this issue today only and will try to get it fixed asap,,,
spam,Get FREE 2GB DATA on Thanks App! Claim your FREE GIFT on Airtel Thanks App.Tnc * Click here i.airtel.in/2gb_rc2,,,
ham,"Hi, good morning, Saumya will be on leave today due to health issues.",,,
spam,The person you were calling at 22:09 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,,,
ham,Me too,,,
spam,This is a gentle reminder that your Vedix haircare Follow-up quiz is pending. Your feedback helps us check the compatibility of your current products and recommend any product change if necessary. These new recommended products will be sent to you for Free. Click here https://vedix.in/3l33poYZ2-p/KbqexVi to take the Follow-up questionnaire and give feedback right away.,,,
spam,Free Data time on Vi. All surfing & browsing between 12midnight & 6am on your pack is FREE. Enjoy Data non-stop!Dial *199# or click bit.ly/GetViApp for details,,,
spam,"SSH! Use the below link to join the Shoppers Stop SSH, LIVE at 8PM. The secret offers on top watch brands are available only till 11.59PM. Click: bit.ly/3vV7SaA",,,
ham,Just letting all know about the situation,,,
ham,""" Good evening, investors. It's time for the evening market review. I will now share today's market insights and analysis with you.""",,,
spam,BIGGEST OFFERS@VISHAL 25-26Sep TataTea Rs140OFF Biscuits Buy2Get1 Tide5kg Rs115OFF Electric Kettle Rs499 SpinMop 549 + FREE GIFT on Rs1000,,,
ham,Trend Analysis,,,
ham,"What you said is the highest wisdom. It is the market that makes us make money. When the market is bad, most people will lose money.",,,
ham,Geopolitical reasons have an impact on all markets.,,,
spam,Lockdown in Kerala- Get all LIVE updates with Manorama News on Vi Movies & TV app. Click bit.ly/Vi-newsm2,,,
spam,"BLOCK YOUR DATES: 20th to 22nd Dec The Pantaloons GREENCARD Exclusive SUBKUCH ON SALE (SOS) is back & you're invited!! 3 days of min 30% OFF on EVERYTHING, going upto 60% OFF + Bank & Wallet offers YOU JUST CANT MISS IT!! For details, click tltx.in/oOoC2 See you on 20th at Pantaloons OnLoop! T&C",,,
ham,"Good evening, group members, I am Vijay bajajÃ°ÂÂÂ¨Ã°ÂÂÂ»Ã¢ÂÂÃ¢ÂÂÃ¯Â¸Â",,,
ham,https,,,
spam,Lenskart Online Mega Sale: Buy1Get1 FREE + Upto 40% Off on Eye & Sunglasses! Fresh Stocks Added.TnC Shop lskt.me/MegaSale Call 1800111111 Chat lskt.me/Helpme,,,
spam,"You've earned FREE Airtel Thanks Rewards like Amazon Prime Video with your last recharge, claim them on the App now, TnC Apply i.airtel.in/thanks-rewards",,,
ham,Affected CI option should select UNKNOWN,,,
ham,??????????????????,,,
ham,Super,,,
spam,FREE 1 GB data on Airtel Thanks App! Claim now. T&C Apply i.airtel.in/FreeData1GB,,,
spam,Your favourite MUSIC is now on Vi app. Enjoy ad-free music & unlimited downloads at NO extra cost with Hungama Music on Vi app. https://bit.ly/3DaqXHX,,,
ham,Network issue,,,
spam,Priya Upabokthave! ee SMS Vi ninnum aanu njangalude network upayogicha thangalude anubhavathe kurich 3 chodyagal chodhikyaan agrahikunnu. Marupadi SMS free aayrikkum. - Vodafone Idea,,,
ham,It's quite difficult for the rupee to appreciate,,,
ham,"This friend has a clear understanding. When interest rates are lowered, the bank's interest income decreases significantly, but the cost of lending usually doesn't decrease. As a result, the bank's profits are likely to decline",,,
ham,Secondary trends are short-term trends,,,
ham,"ThatÃ¢ÂÂs all for today. Get some rest. If you need the documents tonight, send me a private message, and IÃ¢ÂÂll send them to you later",,,
ham,Dont mind... its ok just kidding,,,
spam,"Your fav ETHNICWEAR is on SALE at Pantaloons & u have been missing out! From Kurtas to Ethnic Dresses to Lehengas, shop it all at UpTo 60% OFF at Pantaloons Do check out our SALE Best Sellers Catalogue, CLICK: tltx.in/qrmeX & dont miss out on shopping for some Winterwear too Offers & T&C: tltx.in/qrmeZ",,,
ham,Xausd sell are buy moment,,,
ham,????????????,,,
spam,"Special Dunzo offer for you: get 10% OFF on your 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp",,,
spam,Don't lose out on first 30 days FREE of any new Airtel service! Just upgrade to Airtel Black & get OTT + TV Channels + Superfast WiFi. i.airtel.in/blackPreDSL,,,
ham,"No wonder the bank stocks we bought were performing well initially, but have completely fallen apart in recent days",,,
spam,"Welcome to the world of Smartphones! To enjoy best quality Voice & high-speed Data on Vi GIGAnet, switch ON Data & VoLTE. Click bit.ly/ViApp21 for Data offers",,,
ham,Sorry for the hindrance,,,
spam,"An epic offer on the Galaxy S21 Ultra 5G with 108MP Camera and 8K Video Snap. Own @ Rs.95999. To know more on whatsapp, click rml.fm/E8soTaaa .TnC. - Samsung",,,
spam,"Dial *545*27# & get ""Ninne Kaathi"" as your favourite Callertune @Rs39 per month. For more Vi callertunes dial 1234 (Tollfree).",,,
spam,LAST TWO DAYSRs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry!Click bit.ly/3wBGIWk for TnC,,,
ham,Joining in 5 mins,,,
spam,Grab your favs before they are gone! Get Upto 60% Off on Watches & more at the Shoppers Stop Sale Click bit.ly/SS_Wch to shop now or walk into our store + get offers on First Citizen Citi credit card & HDFC Bank Cards Click bit.ly/SSEssTC for details. T&C,,,
ham,Importance of communication and projecting oneself,,,
ham,Hi team who are on shift ?,,,
spam,"FREE Rewards waiting! Get SunNxt movies,ZEE5, Voot Select shows, LaLiga football matches on MTV, 450+ TV channels & more on Vi Movies & TV!Click bit.ly/Vi-mv34",,,
ham,"Technical analysis typically applies to hourly and daily charts, but the rise and fall cycles of each stock can vary. Whether for long-term or short-term investments, this variability must be considered. Additionally, while technical analysis can help predict a stock's future trends, external factors, such as the inflow of major funds or large structural interventions, can also influence technical patterns",,,
ham,Laptop rebooted just now joining meeting in couple of min,,,
ham,Done kk,,,
ham,https,,,
ham,+916232014309.vcf (file attached),,,
spam,<#> 1347 is your OTP to login into Airtel Thanks app. OTP valid for 15 mins. Do not share with anyone. If this was not you click i.airtel.in/Contact N9BWuqauU1y,,,
ham,Will join in 5 mins,,,
spam,MAX Fashion celebrates 16th year with never before offer! Buy2 & Get1 FREE ON ALL PRODUCTS across entire store. NO CONDITIONS. ONLY 19-20th Nov bit.ly/3ULCCGy,,,
ham,Sure,,,
ham,"Currently in the bidding process, and the prices we're seeing so far are rising",,,
spam,Rs30 CASHBACK awaits you! Avail FLAT Rs.30 cashback on Airtel Thanks App on First 3 UPI transactions. T&C. Click now i.airtel.in/get_Rs30,,,
spam,"Dear bigbasketeer, your daily essentials are on sale today. Cleaning essentials, kitchen needs & more on the deal. Click here https://l.bigbasket.com/P1M3rcF8Ehb Team bigbasket",,,
ham,Ok,,,
spam,"Congrats, Get Credit Limit up to Rs 4 lakh on American Express Membership Rewards(R) credit card. T&C Apply. Click- http://1kx.in/yAGutU Team PB",,,
spam,"Biggest Diwali Offers@ VISHAL MEGA MART Cooker 3L(Mrp 1149) 50% OFF-Rs575 ONLY TODAY! + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC",,,
spam,"Don't miss the India Vs New Zealand T20 match Today. Watch it LIVE on Disney+ Hotstar, with your Vi prepaid! Recharge with 501 & get 1year Disney+ Hotstar mobile subscription + 3GB/day + Extra 16GB + Unlimited calls, 28 days. Click bit.ly/ViHotstar12",,,
ham,"I am honored to represent India and Bajaj Finserv to participate in this competition. I never worry about the income. In order not to expose my strength too early, I did not reveal the investment secret of stable profit of 10% every day. But please rest assured, I will definitely lead everyone to achieve stable profit every day when the competition starts.",,,
ham,""" This is always a problem for beginners. They think the retracement to any Fibonacci level is only valid when the price touches this level. They are wrong. Fibonacci retracements are a great tool, but there is no 100% accuracy. Sometimes, the price closes near the retracement level, and it can still beÃÂ aÃÂ validÃÂ moveÃ°ÂÂÂ""",,,
ham,Hi Sir . Im new to the trading .please guide me for the steps,,,
spam,"Hello! Thoda criminal thoda lawyer, ye hain super vakil Lakhan Leela Bhargava! Dekhiye ye courtroom drama JioCinema par bilkul free http://1kx.in/UpzymNL2kE3",,,
spam,"Tried calling someone, but they were not reachable? Get notified as soon as they are available to take calls ONLY on Airtel Thanks app. Click i.airtel.in/RMCA_air",,,
ham,Okay,,,
spam,"Celebrate this Diwali with 75% off on salary withdrawals upto ?3,000. Hurry!! The offer expires on 13th Nov. Sign up now weurl.co/gi4nEW Team Refyne",,,
ham,"Friends, this is an open stock exchange group. Everyone is welcome to actively discuss and express opinions. If you have any questions, you can consult me or friends in the group. There are many students in the group who were trained by the professor before, and there are also many new friends who have just joined. But it doesnÃ¢ÂÂt matter, we gather together just to learn together, make progress together, and achieve multiple returns in the stock market together! And I firmly believe that under the leadership of professors, we can all obtain excess returns in the stock market.",,,
spam,Tired of unwanted calls? Airtel Call Manager can block incoming calls from unwanted numbers. Click to explore the feature now! i.airtel.in/BlockedCalls,,,
spam,Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 29th Aug 2021. TnC,,,
ham,I wonÃ¢ÂÂt talk too much during the holidays to share more investment tips.,,,
